day,date,weight,start_time,run_type,distance_type,weather,location,run_shoes,distance,total_time,average_pace,splits,notes
Sunday,7/31/2016,,,,,,,,,,,,
Monday,8/1/2016,,,,,,,,,,,,
Tuesday,8/2/2016,,,,,,,,,,,,
Wednesday,8/3/2016,,,,,,,,,,,,
Thursday,8/4/2016,,,,,,,,,,,,
Friday,8/5/2016,,,,,,,,,,,,
Saturday,8/6/2016,,,,,,,,,,,,
Sunday,8/7/2016,,,,,,,,,,,,
Monday,8/8/2016,,,,,,,,,,,,
Tuesday,8/9/2016,,,,,,,,,,,,
Wednesday,8/10/2016,,,,,,,,,,,,
Thursday,8/11/2016,,,,,,,,,,,,
Friday,8/12/2016,,,,,,,,,,,,
Saturday,8/13/2016,,,,,,,,,,,,
Sunday,8/14/2016,,,,,,,,,,,,
Monday,8/15/2016,,,,,,,,,,,,
Tuesday,8/16/2016,,,,,,,,,,,,
Wednesday,8/17/2016,,,,,,,,,,,,
Thursday,8/18/2016,,,,,,,,,,,,
Friday,8/19/2016,,,,,,,,,,,,
Saturday,8/20/2016,,,,,,,,,,,,
Sunday,8/21/2016,,,,,,,,,,,,
Monday,8/22/2016,,,,,,,,,,,,
Tuesday,8/23/2016,,,,,,,,,,,,
Wednesday,8/24/2016,,,,,,,,,,,,
Thursday,8/25/2016,,,,,,,,,,,,
Friday,8/26/2016,,,,,,,,,,,,
Saturday,8/27/2016,,,,,,,,,,,,
Sunday,8/28/2016,,,,,,,,,,,,
Monday,8/29/2016,,,,,,,,,,,,
Tuesday,8/30/2016,,,,,,,,,,,,
Wednesday,8/31/2016,,,,,,,,,,,,
Thursday,9/1/2016,,,,,,,,,,,,
Friday,9/2/2016,,,,,,,,,,,,
Saturday,9/3/2016,,,,,,,,,,,,
Sunday,9/4/2016,,,,,,,,,,,,
Monday,9/5/2016,,,,,,,,,,,,
Tuesday,9/6/2016,,,,,,,,,,,,
Wednesday,9/7/2016,,,,,,,,,,,,
Thursday,9/8/2016,,,,,,,,,,,,
Friday,9/9/2016,,,,,,,,,,,,
Saturday,9/10/2016,,,,,,,,,,,,
Sunday,9/11/2016,,,,,,,,,,,,
Monday,9/12/2016,,,,,,,,,,,,
Tuesday,9/13/2016,,,,,,,,,,,,
Wednesday,9/14/2016,,,,,,,,,,,,
Thursday,9/15/2016,,,,,,,,,,,,
Friday,9/16/2016,,,,,,,,,,,,
Saturday,9/17/2016,,,,,,,,,,,,
Sunday,9/18/2016,,,,,,,,,,,,
Monday,9/19/2016,,,,,,,,,,,,
Tuesday,9/20/2016,,,,,,,,,,,,
Wednesday,9/21/2016,,,,,,,,,,,,
Thursday,9/22/2016,,,,,,,,,,,,
Friday,9/23/2016,,,,,,,,,,,,
Saturday,9/24/2016,,,,,,,,,,,,
Sunday,9/25/2016,,,,,,,,,,,,
Monday,9/26/2016,,,,,,,,,,,,
Tuesday,9/27/2016,,,,,,,,,,,,
Wednesday,9/28/2016,,,,,,,,,,,,
Thursday,9/29/2016,,4:39 PM,,,,Mt. Pleasant Trail,Brooks Ghost 8,2,0:17:33,8:47,"7:30,10:04",
Friday,9/30/2016,,,,,,,,,,,,
Saturday,10/1/2016,,,,,,,,,,,,
Sunday,10/2/2016,,,,,,,,,,,,
Monday,10/3/2016,,4:55 PM,,,,Mt. Pleasant Trail,Brooks Ghost 8,2,0:16:53,8:26,"7:39,9:10",
Tuesday,10/4/2016,,,,,,,,,,,,
Wednesday,10/5/2016,,,,,,,,,,,,
Thursday,10/6/2016,,,,,,,,,,,,
Friday,10/7/2016,,,,,,,,,,,,
Saturday,10/8/2016,,,,,,,,,,,,
Sunday,10/9/2016,,,,,,,,,,,,
Monday,10/10/2016,,,,,,,,,,,,
Tuesday,10/11/2016,,,,,,,,,,,,
Wednesday,10/12/2016,,,,,,,,,,,,
Thursday,10/13/2016,,,,,,,,,,,,
Friday,10/14/2016,,,,,,,,,,,,
Saturday,10/15/2016,,,,,,,,,,,,
Sunday,10/16/2016,,,,,,,,,,,,
Monday,10/17/2016,,4:07 PM,,,,Mt. Pleasant Trail,Brooks Ghost 8,2,0:15:14,7:36,"7:11,8:00",
Tuesday,10/18/2016,,3:44 PM,,,,Mt. Pleasant Trail,Brooks Ghost 8,2,0:15:30,7:44,"7:08,8:10",
Wednesday,10/19/2016,,,,,,,,,,,,
Thursday,10/20/2016,,,,,,,,,,,,
Friday,10/21/2016,,,,,,,,,,,,
Saturday,10/22/2016,,,,,,,,,,,,
Sunday,10/23/2016,,,,,,,,,,,,
Monday,10/24/2016,,3:31 PM,,,,Mt. Pleasant Trail,Brooks Ghost 8,2.04,0:15:37,7:39,"6:46,8:24",
Tuesday,10/25/2016,,,,,,,,,,,,
Wednesday,10/26/2016,,,,,,,,,,,,
Thursday,10/27/2016,,5:05 PM,,,,Mt. Pleasant Trail,Brooks Ghost 8,2,0:20:19,10:09,"7:51,12:22",I remember taking Bonnie out on one of these runs. I'm guessing it was this one?
Friday,10/28/2016,,,,,,,,,,,,
Saturday,10/29/2016,,,,,,,,,,,,
Sunday,10/30/2016,,,,,,,,,,,,
Monday,10/31/2016,,,,,,,,,,,,
Tuesday,11/1/2016,,,,,,,,,,,,
Wednesday,11/2/2016,,,,,,,,,,,,
Thursday,11/3/2016,,,,,,,,,,,,
Friday,11/4/2016,,,,,,,,,,,,
Saturday,11/5/2016,,,,,,,,,,,,
Sunday,11/6/2016,,,,,,,,,,,,
Monday,11/7/2016,,,,,,,,,,,,
Tuesday,11/8/2016,,,,,,,,,,,,
Wednesday,11/9/2016,,,,,,,,,,,,
Thursday,11/10/2016,,,,,,,,,,,,
Friday,11/11/2016,,,,,,,,,,,,
Saturday,11/12/2016,,,,,,,,,,,,
Sunday,11/13/2016,,,,,,,,,,,,
Monday,11/14/2016,,,,,,,,,,,,
Tuesday,11/15/2016,,,,,,,,,,,,
Wednesday,11/16/2016,,,,,,,,,,,,
Thursday,11/17/2016,,,,,,,,,,,,
Friday,11/18/2016,,,,,,,,,,,,
Saturday,11/19/2016,,,,,,,,,,,,
Sunday,11/20/2016,,,,,,,,,,,,
Monday,11/21/2016,,,,,,,,,,,,
Tuesday,11/22/2016,,,,,,,,,,,,
Wednesday,11/23/2016,,,,,,,,,,,,
Thursday,11/24/2016,,,,,,,,,,,,
Friday,11/25/2016,,,,,,,,,,,,
Saturday,11/26/2016,,11:14 AM,,,,Carolina North Forest,Brooks Ghost 8,3.06,0:56:52,18:35,"17:17,17:47,20:37",Was I walking?
Sunday,11/27/2016,,,,,,,,,,,,
Monday,11/28/2016,,,,,,,,,,,,
Tuesday,11/29/2016,,,,,,,,,,,,
Wednesday,11/30/2016,,,,,,,,,,,,
Thursday,12/1/2016,,,,,,,,,,,,
Friday,12/2/2016,,,,,,,,,,,,
Saturday,12/3/2016,,,,,,,,,,,,
Sunday,12/4/2016,,,,,,,,,,,,
Monday,12/5/2016,,,,,,,,,,,,
Tuesday,12/6/2016,,,,,,,,,,,,
Wednesday,12/7/2016,,,,,,,,,,,,
Thursday,12/8/2016,,,,,,,,,,,,
Friday,12/9/2016,,9:32 AM,,,,Cauble Rd.,Brooks Ghost 8,1.03,0:07:30,7:17,7:10,
Saturday,12/10/2016,,,,,,,,,,,,
Sunday,12/11/2016,,,,,,,,,,,,
Monday,12/12/2016,,,,,,,,,,,,
Tuesday,12/13/2016,,,,,,,,,,,,
Wednesday,12/14/2016,,,,,,,,,,,,
Thursday,12/15/2016,,,,,,,,,,,,
Friday,12/16/2016,,,,,,,,,,,,
Saturday,12/17/2016,,,,,,,,,,,,
Sunday,12/18/2016,,,,,,,,,,,,
Monday,12/19/2016,,,,,,,,,,,,
Tuesday,12/20/2016,,,,,,,,,,,,
Wednesday,12/21/2016,,,,,,,,,,,,
Thursday,12/22/2016,,,,,,,,,,,,
Friday,12/23/2016,,,,,,,,,,,,
Saturday,12/24/2016,,,,,,,,,,,,
Sunday,12/25/2016,,,,,,,,,,,,
Monday,12/26/2016,,,,,,,,,,,,
Tuesday,12/27/2016,,,,,,,,,,,,
Wednesday,12/28/2016,,,,,,,,,,,,
Thursday,12/29/2016,,,,,,,,,,,,
Friday,12/30/2016,,,,,,,,,,,,
Saturday,12/31/2016,,,,,,,,,,,,
Sunday,1/1/2017,,,,,,,,,,,,
Monday,1/2/2017,,,,,,,,,,,,
Tuesday,1/3/2017,,10:28 AM,,,,Cauble Rd,Brooks Ghost 8,1.01,0:07:24,7:18,7:20,
Wednesday,1/4/2017,,9:31 AM,,,,Cauble Rd,Brooks Ghost 8,1.02,0:07:11,7:02,6:59,
Thursday,1/5/2017,,,,,,,,,,,,
Friday,1/6/2017,,10:56 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.92,0:14:59,7:49,6:46,
Saturday,1/7/2017,,,,,,,,,,,,
Sunday,1/8/2017,,,,,,,,,,,,
Monday,1/9/2017,,,,,,,,,,,,
Tuesday,1/10/2017,,,,,,,,,,,,
Wednesday,1/11/2017,,,,,,,,,,,,
Thursday,1/12/2017,,,,,,,,,,,,
Friday,1/13/2017,,,,,,,,,,,,
Saturday,1/14/2017,,,,,,,,,,,,
Sunday,1/15/2017,,,,,,,,,,,,
Monday,1/16/2017,,,,,,,,,,,,
Tuesday,1/17/2017,,,,,,,,,,,,
Wednesday,1/18/2017,,11:57 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.66,0:13:07,7:55,7:03,
Thursday,1/19/2017,,,,,,,,,,,,
Friday,1/20/2017,,,,,,,,,,,,
Saturday,1/21/2017,,,,,,,,,,,,
Sunday,1/22/2017,,,,,,,,,,,,
Monday,1/23/2017,,3:08 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.85,0:12:15,6:37,"4:52,8:35",This is a fluke. I did not run a 4:52 mile. 
Tuesday,1/24/2017,,,,,,,,,,,,
Wednesday,1/25/2017,,,,,,,,,,,,
Thursday,1/26/2017,,5:30 PM,,,,Cauble Rd,Brooks Ghost 8,1,0:06:52,6:50,6:49,
Friday,1/27/2017,,,,,,,,,,,,
Saturday,1/28/2017,,,,,,,,,,,,
Sunday,1/29/2017,,,,,,,,,,,,
Monday,1/30/2017,,12:34 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.95,0:16:17,8:22,"6:51,9:45",
Tuesday,1/31/2017,,,,,,,,,,,,
Wednesday,2/1/2017,,,,,,,,,,,,
Thursday,2/2/2017,,,,,,,,,,,,
Friday,2/3/2017,,,,,,,,,,,,
Saturday,2/4/2017,,,,,,,,,,,,
Sunday,2/5/2017,,,,,,,,,,,,
Monday,2/6/2017,,1:52 PM,,,,Cauble Rd,Brooks Ghost 8,1.16,0:07:59,6:54,"6:47,7:25",
Tuesday,2/7/2017,,,,,,,,,,,,
Wednesday,2/8/2017,,,,,,,,,,,,
Thursday,2/9/2017,,,,,,,,,,,,
Friday,2/10/2017,,,,,,,,,,,,
Saturday,2/11/2017,,,,,,,,,,,,
Sunday,2/12/2017,,,,,,,,,,,,
Monday,2/13/2017,,,,,,,,,,,,
Tuesday,2/14/2017,,,,,,,,,,,,
Wednesday,2/15/2017,,,,,,,,,,,,
Thursday,2/16/2017,,,,,,,,,,,,
Friday,2/17/2017,,,,,,,,,,,,
Saturday,2/18/2017,,,,,,,,,,,,
Sunday,2/19/2017,,,,,,,,,,,,
Monday,2/20/2017,,10:26 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.84,0:13:53,7:32,"6:41,8:29",
Tuesday,2/21/2017,,,,,,,,,,,,
Wednesday,2/22/2017,,,,,,,,,,,,
Thursday,2/23/2017,,,,,,,,,,,,
Friday,2/24/2017,,,,,,,,,,,,
Saturday,2/25/2017,,,,,,,,,,,,
Sunday,2/26/2017,,,,,,,,,,,,
Monday,2/27/2017,,,,,,,,,,,,
Tuesday,2/28/2017,,,,,,,,,,,,
Wednesday,3/1/2017,,,,,,,,,,,,
Thursday,3/2/2017,,,,,,,,,,,,
Friday,3/3/2017,,,,,,,,,,,,
Saturday,3/4/2017,,,,,,,,,,,,
Sunday,3/5/2017,,,,,,,,,,,,
Monday,3/6/2017,,,,,,,,,,,,
Tuesday,3/7/2017,,,,,,,,,,,,
Wednesday,3/8/2017,,,,,,,,,,,,
Thursday,3/9/2017,,,,,,,,,,,,
Friday,3/10/2017,,,,,,,,,,,,
Saturday,3/11/2017,,,,,,,,,,,,
Sunday,3/12/2017,,,,,,,,,,,,
Monday,3/13/2017,,,,,,,,,,,,
Tuesday,3/14/2017,,,,,,,,,,,,
Wednesday,3/15/2017,,,,,,,,,,,,
Thursday,3/16/2017,,,,,,,,,,,,
Friday,3/17/2017,,,,,,,,,,,,
Saturday,3/18/2017,,,,,,,,,,,,
Sunday,3/19/2017,,,,,,,,,,,,
Monday,3/20/2017,,,,,,,,,,,,
Tuesday,3/21/2017,,,,,,,,,,,,
Wednesday,3/22/2017,,,,,,,,,,,,
Thursday,3/23/2017,,,,,,,,,,,,
Friday,3/24/2017,,,,,,,,,,,,
Saturday,3/25/2017,,,,,,,,,,,,
Sunday,3/26/2017,,,,,,,,,,,,
Monday,3/27/2017,,,,,,,,,,,,
Tuesday,3/28/2017,,,,,,,,,,,,
Wednesday,3/29/2017,,,,,,,,,,,,
Thursday,3/30/2017,,,,,,,,,,,,
Friday,3/31/2017,,,,,,,,,,,,
Saturday,4/1/2017,,,,,,,,,,,,
Sunday,4/2/2017,,,,,,,,,,,,
Monday,4/3/2017,,,,,,,,,,,,
Tuesday,4/4/2017,,2:35 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.84,0:17:21,9:26,"7:07,12:08",
Wednesday,4/5/2017,,,,,,,,,,,,
Thursday,4/6/2017,,,,,,,,,,,,
Friday,4/7/2017,,,,,,,,,,,,
Saturday,4/8/2017,,,,,,,,,,,,
Sunday,4/9/2017,,,,,,,,,,,,
Monday,4/10/2017,,,,,,,,,,,,
Tuesday,4/11/2017,,10:08 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.85,0:15:28,8:22,"6:52,10:05",
Wednesday,4/12/2017,,,,,,,,,,,,
Thursday,4/13/2017,,5:35 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.76,0:13:55,7:53,"6:45,9:22",
Friday,4/14/2017,,,,,,,,,,,,
Saturday,4/15/2017,,8:16 AM,,,,"Jay St, Rosemary",Brooks Ghost 8,1.82,0:15:53,8:43,8:39,
Sunday,4/16/2017,,,,,,,,,,,,
Monday,4/17/2017,,,,,,,,,,,,
Tuesday,4/18/2017,,2:48 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.92,0:14:26,7:32,"6:31,8:31",
Wednesday,4/19/2017,,,,,,,,,,,,
Thursday,4/20/2017,,5:16 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.11,0:13:23,12:04,"12:32,7:53",Splits seem off?
Friday,4/21/2017,,,,,,,,,,,,
Saturday,4/22/2017,,11:51 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.95,0:14:47,7:35,"6:35,8:38",
Sunday,4/23/2017,,,,,,,,,,,,
Monday,4/24/2017,,,,,,,,,,,,
Tuesday,4/25/2017,,,,,,,,,,,,
Wednesday,4/26/2017,,9:20 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.94,0:14:01,7:12,"6:47,7:39",
Thursday,4/27/2017,,,,,,,,,,,,
Friday,4/28/2017,,8:49 AM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,2.01,0:14:40,7:17,"6:43,7:49",
Saturday,4/29/2017,,,,,,,,,,,,
Sunday,4/30/2017,,7:17 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,2.07,0:15:13,7:20,"6:36,8:00",
Monday,5/1/2017,,,,,,,,,,,,
Tuesday,5/2/2017,,5:39 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.94,0:13:39,7:01,"6:35,7:25",
Wednesday,5/3/2017,,,,,,,,,,,,
Thursday,5/4/2017,,,,,,,,,,,,
Friday,5/5/2017,,,,,,,,,,,,
Saturday,5/6/2017,,,,,,,,,,,,
Sunday,5/7/2017,,,,,,,,,,,,
Monday,5/8/2017,,5:10 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.97,0:14:09,7:11,"6:31,7:48",
Tuesday,5/9/2017,,,,,,,,,,,,
Wednesday,5/10/2017,,4:51 PM,,,,"Cauble Rd, Bowman Barrier",Brooks Ghost 8,1.96,0:13:50,7:03,"6:21,7:48",
Thursday,5/11/2017,,,,,,,,,,,,
Friday,5/12/2017,,,,,,,,,,,,
Saturday,5/13/2017,,,,,,,,,,,,
Sunday,5/14/2017,,,,,,,,,,,,
Monday,5/15/2017,,,,,,,,,,,,
Tuesday,5/16/2017,,,,,,,,,,,,
Wednesday,5/17/2017,,,,,,,,,,,,
Thursday,5/18/2017,,,,,,,,,,,,
Friday,5/19/2017,,,,,,,,,,,,
Saturday,5/20/2017,,,,,,,,,,,,
Sunday,5/21/2017,,,,,,,,,,,,
Monday,5/22/2017,,,,,,,,,,,,
Tuesday,5/23/2017,,,,,,,,,,,,
Wednesday,5/24/2017,,,,,,,,,,,,
Thursday,5/25/2017,,,,,,,,,,,,
Friday,5/26/2017,,,,,,,,,,,,
Saturday,5/27/2017,,,,,,,,,,,,
Sunday,5/28/2017,,,,,,,,,,,,
Monday,5/29/2017,,,,,,,,,,,,
Tuesday,5/30/2017,,,,,,,,,,,,
Wednesday,5/31/2017,,,,,,,,,,,,
Thursday,6/1/2017,,,,,,,,,,,,
Friday,6/2/2017,,,,,,,,,,,,
Saturday,6/3/2017,,,,,,,,,,,,
Sunday,6/4/2017,,,,,,,,,,,,
Monday,6/5/2017,,,,,,,,,,,,
Tuesday,6/6/2017,,,,,,,,,,,,
Wednesday,6/7/2017,,,,,,,,,,,,
Thursday,6/8/2017,,,,,,,,,,,,
Friday,6/9/2017,,,,,,,,,,,,
Saturday,6/10/2017,,,,,,,,,,,,
Sunday,6/11/2017,,,,,,,,,,,,
Monday,6/12/2017,,,,,,,,,,,,
Tuesday,6/13/2017,,,,,,,,,,,,
Wednesday,6/14/2017,,,,,,,,,,,,
Thursday,6/15/2017,,,,,,,,,,,,
Friday,6/16/2017,,,,,,,,,,,,
Saturday,6/17/2017,,,,,,,,,,,,
Sunday,6/18/2017,,,,,,,,,,,,
Monday,6/19/2017,,,,,,,,,,,,
Tuesday,6/20/2017,,,,,,,,,,,,
Wednesday,6/21/2017,,,,,,,,,,,,
Thursday,6/22/2017,,,,,,,,,,,,
Friday,6/23/2017,,,,,,,,,,,,
Saturday,6/24/2017,,,,,,,,,,,,
Sunday,6/25/2017,,,,,,,,,,,,
Monday,6/26/2017,,,,,,,,,,,,
Tuesday,6/27/2017,,,,,,,,,,,,
Wednesday,6/28/2017,,,,,,,,,,,,
Thursday,6/29/2017,,,,,,,,,,,,
Friday,6/30/2017,,,,,,,,,,,,
Saturday,7/1/2017,,8:12 AM,,,,Franklin Woods to Trader Joe's,Brooks Ghost 8,1,0:10:38,10:38,9:04,
Sunday,7/2/2017,,,,,,,,,,,,
Monday,7/3/2017,,5:44 PM,,,,Franklin Woods to Trader Joe's,Brooks Ghost 8,0.61,0:04:54,8:05,,Not sure what happened here. Either I forgot to hit start or I walked home. Same with July 1
Tuesday,7/4/2017,,,,,,,,,,,,
Wednesday,7/5/2017,,5:54 PM,,,,Franklin Woods to Trader Joe's,Brooks Ghost 8,1.91,0:15:08,7:55,"7:14,8:42",
Thursday,7/6/2017,,,,,,,,,,,,
Friday,7/7/2017,,,,,,,,,,,,
Saturday,7/8/2017,,,,,,,,,,,,
Sunday,7/9/2017,,,,,,,,,,,,
Monday,7/10/2017,,,,,,,,,,,,
Tuesday,7/11/2017,,,,,,,,,,,,
Wednesday,7/12/2017,,,,,,,,,,,,
Thursday,7/13/2017,,,,,,,,,,,,
Friday,7/14/2017,,,,,,,,,,,,
Saturday,7/15/2017,,,,,,,,,,,,
Sunday,7/16/2017,,,,,,,,,,,,
Monday,7/17/2017,,,,,,,,,,,,
Tuesday,7/18/2017,,,,,,,,,,,,
Wednesday,7/19/2017,,,,,,,,,,,,
Thursday,7/20/2017,,,,,,,,,,,,
Friday,7/21/2017,,,,,,,,,,,,
Saturday,7/22/2017,,,,,,,,,,,,
Sunday,7/23/2017,,,,,,,,,,,,
Monday,7/24/2017,,5:54 PM,,,,Franklin Woods to Trader Joe's,Brooks Ghost 8,1.21,0:09:14,7:37,"7:20,8:59",
Tuesday,7/25/2017,,,,,,,,,,,,
Wednesday,7/26/2017,,5:43 PM,,,,Franklin Woods to Trader Joe's,Brooks Ghost 8,1.22,0:09:20,7:39,"6:56,10:45",
Thursday,7/27/2017,,,,,,,,,,,,
Friday,7/28/2017,,,,,,,,,,,,
Saturday,7/29/2017,,,,,,,,,,,,
Sunday,7/30/2017,,,,,,,,,,,,
Monday,7/31/2017,,,,,,,,,,,,
Tuesday,8/1/2017,,5:17 PM,,,,Franklin Woods to Trader Joe's,Brooks Revel 1,1.18,0:09:28,8:00,"7:53,8:24",
Wednesday,8/2/2017,,5:28 PM,,,,Franklin Woods to Trader Joe's,Brooks Revel 1,1.18,0:08:57,7:34,"7:05,10:06",
Thursday,8/3/2017,,,,,,,,,,,,
Friday,8/4/2017,,,,,,,,,,,,
Saturday,8/5/2017,,,,,,,,,,,,
Sunday,8/6/2017,,,,,,,,,,,,
Monday,8/7/2017,,,,,,,,,,,,
Tuesday,8/8/2017,,,,,,,,,,,,
Wednesday,8/9/2017,,,,,,,,,,,,
Thursday,8/10/2017,,,,,,,,,,,,
Friday,8/11/2017,,,,,,,,,,,,
Saturday,8/12/2017,,,,,,,,,,,,
Sunday,8/13/2017,,6:59 PM,,,,Franklin Woods to Planet Fitness,Brooks Revel 1,0.69,0:05:00,7:14,7:11,
Monday,8/14/2017,,,,,,,,,,,,
Tuesday,8/15/2017,,,,,,,,,,,,
Wednesday,8/16/2017,,,,,,,,,,,,
Thursday,8/17/2017,,,,,,,,,,,,
Friday,8/18/2017,,,,,,,,,,,,
Saturday,8/19/2017,,,,,,,,,,,,
Sunday,8/20/2017,,,,,,,,,,,,
Monday,8/21/2017,,,,,,,,,,,,
Tuesday,8/22/2017,,,,,,,,,,,,
Wednesday,8/23/2017,,,,,,,,,,,,
Thursday,8/24/2017,,,,,,,,,,,,
Friday,8/25/2017,,,,,,,,,,,,
Saturday,8/26/2017,,,,,,,,,,,,
Sunday,8/27/2017,,,,,,,,,,,,
Monday,8/28/2017,,,,,,,,,,,,
Tuesday,8/29/2017,,,,,,,,,,,,
Wednesday,8/30/2017,,,,,,,,,,,,
Thursday,8/31/2017,,,,,,,,,,,,
Friday,9/1/2017,,,,,,,,,,,,
Saturday,9/2/2017,,,,,,,,,,,,
Sunday,9/3/2017,,,,,,,,,,,,
Monday,9/4/2017,,,,,,,,,,,,
Tuesday,9/5/2017,,,,,,,,,,,,
Wednesday,9/6/2017,,,,,,,,,,,,
Thursday,9/7/2017,,,,,,,,,,,,
Friday,9/8/2017,,,,,,,,,,,,
Saturday,9/9/2017,,,,,,,,,,,,
Sunday,9/10/2017,,,,,,,,,,,,
Monday,9/11/2017,,,,,,,,,,,,
Tuesday,9/12/2017,,,,,,,,,,,,
Wednesday,9/13/2017,,,,,,,,,,,,
Thursday,9/14/2017,,,,,,,,,,,,
Friday,9/15/2017,,,,,,,,,,,,
Saturday,9/16/2017,,,,,,,,,,,,
Sunday,9/17/2017,,,,,,,,,,,,
Monday,9/18/2017,,,,,,,,,,,,
Tuesday,9/19/2017,,,,,,,,,,,,
Wednesday,9/20/2017,,,,,,,,,,,,
Thursday,9/21/2017,,,,,,,,,,,,
Friday,9/22/2017,,,,,,,,,,,,
Saturday,9/23/2017,,,,,,,,,,,,
Sunday,9/24/2017,,,,,,,,,,,,
Monday,9/25/2017,,,,,,,,,,,,
Tuesday,9/26/2017,,,,,,,,,,,,
Wednesday,9/27/2017,,,,,,,,,,,,
Thursday,9/28/2017,,,,,,,,,,,,
Friday,9/29/2017,,,,,,,,,,,,
Saturday,9/30/2017,,,,,,,,,,,,
Sunday,10/1/2017,,1:53 PM,,,,Carolina North Forest,Brooks Revel 1,1.93,0:14:08,7:20,"6:55,7:42",
Monday,10/2/2017,,,,,,,,,,,,
Tuesday,10/3/2017,,,,,,,,,,,,
Wednesday,10/4/2017,,,,,,,,,,,,
Thursday,10/5/2017,,,,,,,,,,,,
Friday,10/6/2017,,,,,,,,,,,,
Saturday,10/7/2017,,,,,,,,,,,,
Sunday,10/8/2017,,,,,,,,,,,,
Monday,10/9/2017,,,,,,,,,,,,
Tuesday,10/10/2017,,,,,,,,,,,,
Wednesday,10/11/2017,,,,,,,,,,,,
Thursday,10/12/2017,,,,,,,,,,,,
Friday,10/13/2017,,,,,,,,,,,,
Saturday,10/14/2017,,,,,,,,,,,,
Sunday,10/15/2017,,,,,,,,,,,,
Monday,10/16/2017,,,,,,,,,,,,
Tuesday,10/17/2017,,,,,,,,,,,,
Wednesday,10/18/2017,,,,,,,,,,,,
Thursday,10/19/2017,,,,,,,,,,,,
Friday,10/20/2017,,,,,,,,,,,,
Saturday,10/21/2017,,,,,,,,,,,,
Sunday,10/22/2017,,,,,,,,,,,,
Monday,10/23/2017,,,,,,,,,,,,
Tuesday,10/24/2017,,,,,,,,,,,,
Wednesday,10/25/2017,,,,,,,,,,,,
Thursday,10/26/2017,,,,,,,,,,,,
Friday,10/27/2017,,,,,,,,,,,,
Saturday,10/28/2017,,,,,,,,,,,,
Sunday,10/29/2017,,,,,,,,,,,,
Monday,10/30/2017,,,,,,,,,,,,
Tuesday,10/31/2017,,,,,,,,,,,,
Wednesday,11/1/2017,,,,,,,,,,,,
Thursday,11/2/2017,,,,,,,,,,,,
Friday,11/3/2017,,,,,,,,,,,,
Saturday,11/4/2017,,,,,,,,,,,,
Sunday,11/5/2017,,,,,,,,,,,,
Monday,11/6/2017,,,,,,,,,,,,
Tuesday,11/7/2017,,,,,,,,,,,,
Wednesday,11/8/2017,,,,,,,,,,,,
Thursday,11/9/2017,,,,,,,,,,,,
Friday,11/10/2017,,,,,,,,,,,,
Saturday,11/11/2017,,,,,,,,,,,,
Sunday,11/12/2017,,,,,,,,,,,,
Monday,11/13/2017,,,,,,,,,,,,
Tuesday,11/14/2017,,,,,,,,,,,,
Wednesday,11/15/2017,,,,,,,,,,,,
Thursday,11/16/2017,,,,,,,,,,,,
Friday,11/17/2017,,,,,,,,,,,,
Saturday,11/18/2017,,,,,,,,,,,,
Sunday,11/19/2017,,,,,,,,,,,,
Monday,11/20/2017,,,,,,,,,,,,
Tuesday,11/21/2017,,,,,,,,,,,,
Wednesday,11/22/2017,,,,,,,,,,,,
Thursday,11/23/2017,,,,,,,,,,,,
Friday,11/24/2017,,,,,,,,,,,,
Saturday,11/25/2017,,,,,,,,,,,,
Sunday,11/26/2017,,,,,,,,,,,,
Monday,11/27/2017,,,,,,,,,,,,
Tuesday,11/28/2017,,10:45 AM,,,,Franklin Woods to Bolin Creek,Brooks Revel 1,3.01,0:23:41,7:52,"7:50,8:13,7:35",
Wednesday,11/29/2017,,4:20 PM,,,,Franklin Woods to Bolin Creek,Brooks Revel 1,3.06,0:22:58,7:30,"7:17,8:16,7:01",
Thursday,11/30/2017,,,,,,,,,,,,
Friday,12/1/2017,,,,,,,,,,,,
Saturday,12/2/2017,,,,,,,,,,,,
Sunday,12/3/2017,,,,,,,,,,,,
Monday,12/4/2017,,,,,,,,,,,,
Tuesday,12/5/2017,,1:33 PM,,,,Franklin Woods to Bolin Creek,Brooks Revel 1,3.12,0:24:19,7:47,"8:39,7:34,7:20",
